;season;name;log_marketvalue;log_prev_marketvalue;height_cm;age;position;foot;appearances;assists;goals;in_squad;minutes_played;owngoals;penalty;pointspermatch;red;secondyellow;sub_off;sub_on;yellow;marketvalue;prev_marketvalue
4452;19/20;John Anthony Brooks;16.195056692094447;16.41820024340866;193.0;27;Defender;left;21.0;1.0;1.0;29.0;1920.0;0.0;0.0;2.23;0.0;0.0;0.0;0.0;6.0;10800000.0;13500000.0
4453;18/19;John Anthony Brooks;16.41820024340866;16.41820024340866;193.0;26;Defender;left;32.0;3.0;3.0;32.0;2880.0;0.0;0.0;1.775;0.0;0.0;0.0;0.0;8.0;13500000.0;13500000.0
4454;17/18;John Anthony Brooks;16.012735135300492;16.195056692094447;193.0;25;Defender;left;12.0;0.0;0.0;15.0;946.0;0.0;0.0;2.48;0.0;0.0;3.0;0.0;2.0;9000000.0;10800000.0
4455;16/17;John Anthony Brooks;16.349207371921707;16.012735135300492;193.0;24;Defender;left;29.0;1.0;2.0;30.0;2550.0;1.0;0.0;1.6666666666666667;0.0;0.0;2.0;0.0;8.0;12600000.0;9000000.0
4456;19/20;John Boye;13.487006490992238;13.710150042306449;184.0;33;Defender;right;25.0;0.0;2.0;26.0;2205.0;0.0;0.0;0.645;0.0;0.0;1.0;0.0;6.0;720000.0;900000.0
4457;18/19;John Boye;13.710150042306449;13.487006490992238;184.0;32;Defender;right;39.0;1.0;1.0;41.0;3435.0;0.0;0.0;2.6933333333333334;0.0;0.0;1.0;0.0;8.0;900000.0;720000.0
4458;17/18;John Boye;13.017002861746503;13.112313041550827;184.0;31;Defender;right;9.0;0.0;1.0;14.0;720.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;450000.0;495000.0
4459;16/17;John Boye;13.710150042306449;13.710150042306449;184.0;30;Defender;right;30.0;1.0;4.0;35.0;2628.0;1.0;0.0;1.6;0.0;0.0;1.0;1.0;11.0;900000.0;900000.0
4480;19/20;John Stones;17.293668980762558;17.516812532076766;188.0;25;Defender;right;20.0;1.0;0.0;24.0;1370.0;0.0;0.0;2.584;0.0;0.0;1.0;6.0;0.0;32400000.0;40500000.0
4481;18/19;John Stones;17.80449460452855;17.80449460452855;188.0;24;Defender;right;39.0;1.0;0.0;54.0;2820.0;0.0;0.0;2.718;0.0;0.0;6.0;7.0;1.0;54000000.0;54000000.0
4482;17/18;John Stones;17.622173047734595;17.622173047734595;188.0;23;Defender;right;29.0;0.0;3.0;37.0;2234.0;0.0;0.0;2.3775;0.0;0.0;5.0;3.0;0.0;45000000.0;45000000.0
4483;16/17;John Stones;17.26549810379586;17.26549810379586;188.0;22;Defender;right;41.0;0.0;2.0;47.0;3170.0;0.0;0.0;2.392;0.0;0.0;4.0;5.0;1.0;31500000.0;31500000.0
4488;19/20;Jonas Hector;15.62707265448851;15.850216205802719;185.0;29;Midfielder;left;25.0;3.0;5.0;26.0;2201.0;0.0;0.0;1.38;0.0;0.0;2.0;0.0;8.0;6120000.0;7650000.0
4489;18/19;Jonas Hector;16.012735135300492;16.235878686614704;185.0;28;Midfielder;left;31.0;2.0;6.0;31.0;2801.0;0.0;0.0;1.63;0.0;1.0;1.0;0.0;8.0;9000000.0;11250000.0
4490;17/18;Jonas Hector;16.41820024340866;16.600521800202614;185.0;27;Midfielder;left;22.0;2.0;2.0;22.0;1886.0;0.0;0.0;1.2666666666666666;0.0;0.0;3.0;0.0;4.0;13500000.0;16200000.0
4491;16/17;Jonas Hector;16.70588231586044;16.600521800202614;185.0;26;Midfielder;left;36.0;2.0;1.0;36.0;3234.0;0.0;0.0;1.74;0.0;0.0;1.0;0.0;6.0;18000000.0;16200000.0
4492;19/20;Jonas Hofmann;15.65606019136176;15.907374619642667;176.0;27;Midfielder;right;20.0;1.0;2.0;23.0;1222.0;0.0;0.0;1.9866666666666666;0.0;0.0;6.0;7.0;2.0;6300000.0;8100000.0
4493;18/19;Jonas Hofmann;15.907374619642667;16.195056692094447;176.0;26;Midfielder;right;29.0;8.0;6.0;30.0;2079.0;0.0;1.0;1.585;0.0;0.0;10.0;6.0;2.0;8100000.0;10800000.0
4494;17/18;Jonas Hofmann;14.808762330974558;14.808762330974558;176.0;25;Midfielder;right;25.0;5.0;1.0;26.0;1076.0;0.0;0.0;2.085;0.0;0.0;8.0;13.0;0.0;2700000.0;2700000.0
4495;16/17;Jonas Hofmann;14.962913010801817;14.962913010801817;176.0;24;Midfielder;right;29.0;4.0;2.0;46.0;2030.0;0.0;0.0;1.74;0.0;0.0;12.0;7.0;0.0;3150000.0;3150000.0
4496;19/20;Jonas Martin;14.739769459487606;14.962913010801817;184.0;30;Midfielder;right;14.0;1.0;1.0;16.0;977.0;0.0;0.0;1.0425;0.0;0.0;2.0;3.0;2.0;2520000.0;3150000.0
4497;18/19;Jonas Martin;15.319587954740548;15.319587954740548;184.0;29;Midfielder;right;26.0;2.0;4.0;27.0;2277.0;0.0;3.0;2.175;0.0;0.0;2.0;1.0;10.0;4500000.0;4500000.0
4498;17/18;Jonas Martin;14.808762330974558;14.808762330974558;184.0;28;Midfielder;right;37.0;1.0;4.0;39.0;3133.0;0.0;3.0;1.9849999999999999;0.0;0.0;20.0;0.0;6.0;2700000.0;2700000.0
4499;16/17;Jonas Martin;14.626440774180603;14.808762330974558;184.0;27;Midfielder;right;22.0;0.0;2.0;26.0;1243.0;0.0;0.0;1.225;0.0;0.0;10.0;6.0;6.0;2250000.0;2700000.0
4500;19/20;Jonathan Bamba;16.48273876454623;16.70588231586044;175.0;24;Forward;right;37.0;9.0;1.0;38.0;2671.0;0.0;1.0;1.3599999999999999;0.0;0.0;11.0;7.0;1.0;14400000.0;18000000.0
4501;18/19;Jonathan Bamba;16.543363386362664;16.41820024340866;175.0;23;Forward;right;41.0;4.0;14.0;41.0;3280.0;0.0;1.0;1.9849999999999999;0.0;0.0;11.0;3.0;4.0;15300000.0;13500000.0
4502;17/18;Jonathan Bamba;15.789591583986283;15.501909511534503;175.0;22;Forward;right;37.0;10.0;8.0;39.0;2798.0;0.0;4.0;1.01;0.0;0.0;6.0;8.0;1.0;7200000.0;5400000.0
4503;16/17;Jonathan Bamba;13.710150042306449;13.199324418540456;175.0;21;Forward;right;30.0;2.0;6.0;35.0;1772.0;0.0;0.0;1.4849999999999999;0.0;0.0;11.0;11.0;2.0;900000.0;540000.0
4512;19/20;Jonathan Calleri;15.501909511534503;15.725053062848712;181.0;26;Forward;right;26.0;3.0;5.0;26.0;1608.0;0.0;1.0;1.7066666666666668;0.0;0.0;9.0;8.0;3.0;5400000.0;6750000.0
4513;18/19;Jonathan Calleri;15.907374619642667;15.501909511534503;181.0;25;Forward;right;36.0;2.0;9.0;36.0;2915.0;0.0;2.0;0.925;0.0;0.0;10.0;3.0;6.0;8100000.0;5400000.0
4514;17/18;Jonathan Calleri;15.501909511534503;15.319587954740548;181.0;24;Forward;right;41.0;3.0;12.0;41.0;3379.0;0.0;5.0;0.7949999999999999;0.0;0.0;6.0;4.0;8.0;5400000.0;4500000.0
4515;16/17;Jonathan Calleri;15.789591583986283;15.789591583986283;181.0;23;Forward;right;21.0;2.0;1.0;28.0;881.0;0.0;0.0;1.7650000000000001;0.0;0.0;9.0;12.0;0.0;7200000.0;7200000.0
4516;19/20;Jonathan de Guzmán;13.892471599100402;14.115615150414612;173.0;32;Midfielder;right;3.0;0.0;1.0;12.0;127.0;0.0;0.0;1.5;0.0;0.0;0.0;2.0;0.0;1080000.0;1350000.0
4517;18/19;Jonathan de Guzmán;14.626440774180603;14.808762330974558;173.0;31;Midfielder;right;39.0;9.0;3.0;49.0;2083.0;0.0;0.0;0.9125;0.0;0.0;14.0;17.0;6.0;2250000.0;2700000.0
4518;17/18;Jonathan de Guzmán;14.626440774180603;14.269765830241871;173.0;30;Midfielder;right;19.0;5.0;0.0;20.0;1346.0;0.0;0.0;2.065;0.0;0.0;4.0;4.0;2.0;2250000.0;1575000.0
4519;16/17;Jonathan de Guzmán;14.403297222866392;14.808762330974558;173.0;29;Midfielder;right;29.0;2.0;2.0;37.0;1533.0;0.0;1.0;1.27;0.0;0.0;9.0;12.0;3.0;1800000.0;2700000.0
4520;19/20;Jonathan Ikoné;17.293668980762558;17.399029496420383;175.0;22;Midfielder;left;36.0;7.0;4.0;38.0;2649.0;0.0;1.0;1.25;0.0;0.0;26.0;3.0;7.0;32400000.0;36000000.0
4521;18/19;Jonathan Ikoné;16.41820024340866;15.907374619642667;175.0;21;Midfielder;left;41.0;10.0;3.0;41.0;3006.0;0.0;0.0;1.1566666666666665;0.0;0.0;23.0;5.0;3.0;13500000.0;8100000.0
4522;17/18;Jonathan Ikoné;13.353475098367715;13.353475098367715;175.0;20;Midfielder;left;23.0;1.0;2.0;30.0;1308.0;0.0;0.0;1.5933333333333335;0.0;0.0;12.0;7.0;0.0;630000.0;630000.0
4523;16/17;Jonathan Ikoné;13.353475098367715;12.323855681186558;175.0;19;Midfielder;left;25.0;1.0;3.0;28.0;1222.0;0.0;0.0;2.428;0.0;0.0;10.0;11.0;1.0;630000.0;225000.0
4528;19/20;Jonathan Schmid;15.096444403426338;15.319587954740548;179.0;29;Defender;right;26.0;1.0;4.0;26.0;2363.0;0.0;0.0;1.5;0.0;0.0;4.0;0.0;1.0;3600000.0;4500000.0
4529;18/19;Jonathan Schmid;15.319587954740548;14.962913010801817;179.0;28;Defender;right;29.0;7.0;3.0;35.0;2640.0;1.0;0.0;2.055;0.0;0.0;0.0;0.0;1.0;4500000.0;3150000.0
4530;17/18;Jonathan Schmid;14.626440774180603;14.626440774180603;179.0;27;Defender;right;26.0;0.0;0.0;32.0;1557.0;0.0;0.0;0.5;0.0;0.0;5.0;10.0;1.0;2250000.0;2250000.0
4531;16/17;Jonathan Schmid;14.808762330974558;15.096444403426338;179.0;26;Defender;right;26.0;3.0;1.0;28.0;1729.0;0.0;0.0;0.52;0.0;0.0;11.0;6.0;1.0;2700000.0;3600000.0
4540;19/20;Jonjo Shelvey;16.384298691732976;16.600521800202614;184.0;28;Midfielder;right;20.0;0.0;5.0;26.0;1472.0;0.0;0.0;1.49;0.0;0.0;4.0;3.0;2.0;13050000.0;16200000.0
4541;18/19;Jonjo Shelvey;16.41820024340866;16.41820024340866;184.0;27;Midfielder;right;18.0;1.0;2.0;25.0;1039.0;0.0;0.0;1.6466666666666665;0.0;0.0;3.0;7.0;1.0;13500000.0;13500000.0
4542;17/18;Jonjo Shelvey;16.41820024340866;16.012735135300492;184.0;26;Midfielder;right;33.0;3.0;2.0;36.0;2518.0;0.0;0.0;1.21;1.0;1.0;4.0;5.0;3.0;13500000.0;9000000.0
4543;16/17;Jonjo Shelvey;16.108045315104818;16.108045315104818;184.0;25;Midfielder;right;47.0;12.0;5.0;48.0;3817.0;0.0;0.0;2.4499999999999997;1.0;0.0;3.0;5.0;10.0;9900000.0;9900000.0
4544;19/20;Jonjoe Kenny;15.961441840912943;16.195056692094447;176.0;23;Defender;right;26.0;3.0;1.0;26.0;2323.0;0.0;0.0;1.76;0.0;0.0;5.0;0.0;4.0;8550000.0;10800000.0
4545;18/19;Jonjoe Kenny;15.319587954740548;15.319587954740548;176.0;22;Defender;right;15.0;1.0;0.0;21.0;1240.0;0.0;0.0;1.475;0.0;0.0;1.0;2.0;2.0;4500000.0;4500000.0
4546;17/18;Jonjoe Kenny;15.319587954740548;15.319587954740548;176.0;21;Defender;right;28.0;3.0;0.0;34.0;2377.0;0.0;0.0;0.906;0.0;0.0;1.0;2.0;2.0;4500000.0;4500000.0
4547;16/17;Jonjoe Kenny;12.323855681186558;15.961441840912943;176.0;20;Defender;right;22.0;4.0;0.0;29.0;1902.0;0.0;0.0;1.07;0.0;0.0;0.0;1.0;2.0;225000.0;8550000.0
4548;19/20;Jonny Evans;16.195056692094447;16.41820024340866;188.0;32;Defender;both;36.0;2.0;2.0;37.0;3149.0;0.0;0.0;2.3333333333333335;0.0;0.0;2.0;1.0;5.0;10800000.0;13500000.0
4549;18/19;Jonny Evans;16.012735135300492;16.195056692094447;188.0;31;Defender;both;28.0;0.0;1.0;38.0;2355.0;0.0;0.0;1.4866666666666666;0.0;0.0;2.0;3.0;4.0;9000000.0;10800000.0
4550;17/18;Jonny Evans;16.41820024340866;16.41820024340866;188.0;30;Defender;both;31.0;1.0;2.0;32.0;2542.0;1.0;0.0;0.7033333333333333;0.0;0.0;4.0;2.0;7.0;13500000.0;13500000.0
4551;16/17;Jonny Evans;15.65606019136176;15.501909511534503;188.0;29;Defender;both;31.0;1.0;2.0;31.0;2638.0;0.0;0.0;1.13;0.0;0.0;2.0;1.0;8.0;6300000.0;5400000.0
4552;19/20;Jonny Otto;16.48273876454623;16.70588231586044;175.0;26;Defender;both;38.0;2.0;1.0;41.0;2944.0;0.0;0.0;1.75;0.0;0.0;6.0;5.0;5.0;14400000.0;18000000.0
4553;18/19;Jonny Otto;16.70588231586044;16.600521800202614;175.0;25;Defender;both;39.0;2.0;1.0;42.0;3304.0;0.0;0.0;1.2833333333333332;0.0;0.0;13.0;1.0;6.0;18000000.0;16200000.0
4554;17/18;Jonny Otto;16.195056692094447;16.41820024340866;175.0;24;Defender;both;40.0;2.0;2.0;40.0;3556.0;0.0;0.0;1.5699999999999998;0.0;0.0;3.0;0.0;10.0;10800000.0;13500000.0
4555;16/17;Jonny Otto;15.789591583986283;15.501909511534503;175.0;23;Defender;both;50.0;3.0;1.0;55.0;3946.0;0.0;0.0;1.7766666666666666;0.0;0.0;1.0;8.0;11.0;7200000.0;5400000.0
4556;19/20;Jony;15.62707265448851;15.850216205802719;179.0;28;Midfielder;left;23.0;4.0;0.0;34.0;1134.0;0.0;0.0;1.6333333333333335;0.0;0.0;6.0;11.0;3.0;6120000.0;7650000.0
4557;18/19;Jony;16.012735135300492;16.012735135300492;179.0;27;Midfielder;left;37.0;11.0;4.0;37.0;2993.0;0.0;0.0;0.68;0.0;0.0;16.0;3.0;3.0;9000000.0;9000000.0
4558;17/18;Jony;14.403297222866392;14.115615150414612;179.0;26;Midfielder;left;30.0;5.0;6.0;31.0;2163.0;0.0;0.0;0.6125;0.0;0.0;7.0;8.0;3.0;1800000.0;1350000.0
4559;16/17;Jony;14.626440774180603;14.808762330974558;179.0;25;Midfielder;left;26.0;1.0;2.0;36.0;1372.0;0.0;1.0;0.52;0.0;0.0;13.0;10.0;3.0;2250000.0;2700000.0
4564;19/20;Jordan Ayew;15.58195221920804;15.789591583986283;182.0;28;Forward;right;30.0;1.0;8.0;31.0;2500.0;0.0;0.0;0.4633333333333333;0.0;0.0;11.0;1.0;5.0;5850000.0;7200000.0
4565;18/19;Jordan Ayew;15.789591583986283;15.789591583986283;182.0;27;Forward;right;25.0;2.0;2.0;42.0;1340.0;0.0;0.0;1.9666666666666668;0.0;0.0;13.0;9.0;3.0;7200000.0;7200000.0
4566;17/18;Jordan Ayew;15.789591583986283;15.65606019136176;182.0;26;Forward;right;44.0;3.0;11.0;45.0;3278.0;0.0;1.0;1.5633333333333335;1.0;0.0;10.0;8.0;2.0;7200000.0;6300000.0
4567;16/17;Jordan Ayew;15.725053062848712;15.725053062848712;182.0;25;Forward;right;36.0;7.0;4.0;39.0;2482.0;0.0;1.0;0.9199999999999999;0.0;0.0;9.0;9.0;7.0;6750000.0;6750000.0
4568;19/20;Jordan Ferri;14.739769459487606;14.962913010801817;172.0;28;Midfielder;right;19.0;0.0;0.0;19.0;1349.0;0.0;0.0;1.655;1.0;0.0;7.0;4.0;2.0;2520000.0;3150000.0
4569;18/19;Jordan Ferri;15.096444403426338;15.096444403426338;172.0;27;Midfielder;right;30.0;1.0;2.0;40.0;2088.0;0.0;0.0;1.2825;0.0;0.0;7.0;7.0;5.0;3600000.0;3600000.0
4570;17/18;Jordan Ferri;15.096444403426338;15.096444403426338;172.0;26;Midfielder;right;34.0;4.0;0.0;49.0;1324.0;0.0;0.0;1.5325;0.0;0.0;6.0;23.0;6.0;3600000.0;3600000.0
4571;16/17;Jordan Ferri;15.501909511534503;15.725053062848712;172.0;25;Midfielder;right;36.0;3.0;3.0;56.0;1572.0;0.0;0.0;1.625;0.0;0.0;6.0;21.0;5.0;5400000.0;6750000.0
4572;19/20;Jordan Henderson;17.04235455248165;17.26549810379586;187.0;29;Midfielder;right;35.0;5.0;3.0;38.0;2814.0;0.0;0.0;2.018;0.0;0.0;13.0;3.0;2.0;25200000.0;31500000.0
4573;18/19;Jordan Henderson;17.26549810379586;17.04235455248165;187.0;28;Midfielder;right;44.0;5.0;1.0;45.0;2811.0;0.0;0.0;1.53;0.0;1.0;7.0;15.0;3.0;31500000.0;25200000.0
4574;17/18;Jordan Henderson;16.929025867174648;16.929025867174648;187.0;27;Midfielder;right;41.0;2.0;1.0;47.0;3308.0;0.0;0.0;1.306;0.0;0.0;6.0;4.0;6.0;22500000.0;22500000.0
4575;16/17;Jordan Henderson;17.04235455248165;17.04235455248165;187.0;26;Midfielder;right;27.0;4.0;1.0;28.0;2355.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;8.0;25200000.0;25200000.0
4576;19/20;Jordan Lukaku;15.096444403426338;15.319587954740548;177.0;25;Defender;left;2.0;1.0;0.0;15.0;70.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;0.0;3600000.0;4500000.0
4577;18/19;Jordan Lukaku;15.501909511534503;15.65606019136176;177.0;24;Defender;left;8.0;1.0;0.0;13.0;231.0;0.0;0.0;2.285;0.0;0.0;2.0;6.0;1.0;5400000.0;6300000.0
4578;17/18;Jordan Lukaku;15.65606019136176;15.65606019136176;177.0;23;Defender;left;44.0;3.0;1.0;48.0;2209.0;0.0;0.0;2.045;0.0;0.0;10.0;25.0;4.0;6300000.0;6300000.0
4579;16/17;Jordan Lukaku;15.214227439082721;15.045151109038787;177.0;22;Defender;left;20.0;2.0;0.0;32.0;1122.0;0.0;0.0;2.19;0.0;0.0;4.0;9.0;3.0;4050000.0;3420000.0
4580;19/20;Jordan Marié;13.487006490992238;13.710150042306449;177.0;28;Midfielder;right;11.0;0.0;0.0;14.0;406.0;0.0;0.0;2.065;0.0;0.0;2.0;8.0;0.0;720000.0;900000.0
4581;18/19;Jordan Marié;14.115615150414612;13.933293593620657;177.0;27;Midfielder;right;33.0;1.0;2.0;40.0;2162.0;0.0;0.0;1.885;0.0;0.0;4.0;10.0;4.0;1350000.0;1125000.0
4582;17/18;Jordan Marié;13.933293593620657;13.933293593620657;177.0;26;Midfielder;right;28.0;0.0;1.0;34.0;1951.0;0.0;0.0;0.63;0.0;0.0;10.0;6.0;5.0;1125000.0;1125000.0
4583;16/17;Jordan Marié;13.933293593620657;13.604789526648622;177.0;25;Midfielder;right;26.0;1.0;1.0;28.0;1585.0;0.0;0.0;1.165;0.0;1.0;7.0;7.0;4.0;1125000.0;810000.0
4588;19/20;Jordan Siebatcheu;14.962913010801817;15.214227439082721;190.0;24;Forward;right;21.0;1.0;1.0;27.0;658.0;0.0;0.0;1.8633333333333333;0.0;0.0;5.0;15.0;5.0;3150000.0;4050000.0
4589;18/19;Jordan Siebatcheu;15.501909511534503;15.65606019136176;190.0;23;Forward;right;23.0;1.0;7.0;29.0;1040.0;0.0;0.0;1.9925;0.0;0.0;9.0;12.0;0.0;5400000.0;6300000.0
4590;17/18;Jordan Siebatcheu;14.626440774180603;13.547631112808673;190.0;22;Forward;right;36.0;7.0;17.0;37.0;2665.0;0.0;2.0;2.63;0.0;0.0;15.0;5.0;4.0;2250000.0;765000.0
4591;16/17;Jordan Siebatcheu;13.547631112808673;13.547631112808673;190.0;21;Forward;right;25.0;0.0;12.0;27.0;1769.0;0.0;1.0;0.9075;0.0;0.0;12.0;4.0;3.0;765000.0;765000.0
4592;19/20;Jordan Torunarigha;15.58195221920804;15.789591583986283;191.0;22;Defender;left;14.0;0.0;2.0;28.0;1007.0;0.0;0.0;1.5366666666666668;0.0;1.0;1.0;3.0;4.0;5850000.0;7200000.0
4593;18/19;Jordan Torunarigha;16.012735135300492;16.012735135300492;191.0;21;Defender;left;17.0;2.0;2.0;25.0;1350.0;0.0;0.0;2.0;0.0;1.0;2.0;2.0;2.0;9000000.0;9000000.0
4594;17/18;Jordan Torunarigha;15.096444403426338;15.096444403426338;191.0;20;Defender;left;25.0;0.0;2.0;39.0;1665.0;0.0;0.0;1.5766666666666669;1.0;0.0;6.0;5.0;5.0;3600000.0;3600000.0
4595;16/17;Jordan Torunarigha;13.710150042306449;11.630708500626612;191.0;19;Defender;left;18.0;0.0;1.0;25.0;1325.0;0.0;0.0;1.315;0.0;1.0;0.0;4.0;3.0;900000.0;112500.0
4596;19/20;Jordan Veretout;16.70588231586044;16.929025867174648;177.0;27;Midfielder;right;34.0;1.0;3.0;36.0;2500.0;0.0;3.0;1.64;0.0;0.0;7.0;6.0;7.0;18000000.0;22500000.0
4597;18/19;Jordan Veretout;16.70588231586044;16.929025867174648;177.0;26;Midfielder;right;37.0;3.0;5.0;37.0;3304.0;0.0;5.0;1.3599999999999999;0.0;0.0;2.0;0.0;13.0;18000000.0;22500000.0
4598;17/18;Jordan Veretout;16.600521800202614;16.195056692094447;177.0;25;Midfielder;right;38.0;1.0;10.0;38.0;3394.0;0.0;4.0;1.54;1.0;0.0;4.0;0.0;11.0;16200000.0;10800000.0
4599;16/17;Jordan Veretout;15.907374619642667;15.789591583986283;177.0;24;Midfielder;right;43.0;5.0;4.0;45.0;3579.0;0.0;0.0;1.8499999999999999;0.0;0.0;10.0;2.0;7.0;8100000.0;7200000.0
4600;19/20;Jordi Alba;17.399029496420383;17.622173047734595;170.0;31;Defender;left;24.0;2.0;1.0;26.0;1827.0;1.0;0.0;1.4175;0.0;0.0;6.0;2.0;6.0;36000000.0;45000000.0
4601;18/19;Jordi Alba;17.622173047734595;17.958645284355807;170.0;30;Defender;left;54.0;17.0;3.0;55.0;4510.0;0.0;0.0;2.355;0.0;0.0;1.0;5.0;10.0;45000000.0;63000000.0
4602;17/18;Jordi Alba;17.80449460452855;17.80449460452855;170.0;29;Defender;left;48.0;11.0;3.0;54.0;4000.0;0.0;0.0;1.8399999999999999;0.0;0.0;4.0;4.0;10.0;54000000.0;54000000.0
4603;16/17;Jordi Alba;17.175885945106174;17.175885945106174;170.0;28;Defender;left;39.0;6.0;1.0;52.0;2971.0;0.0;0.0;2.4025;0.0;0.0;4.0;6.0;7.0;28800000.0;28800000.0
4608;19/20;Jordon Ibe;15.278765960220293;15.501909511534503;176.0;24;Forward;right;4.0;0.0;0.0;10.0;227.0;0.0;0.0;0.75;0.0;0.0;0.0;2.0;1.0;4320000.0;5400000.0
4609;18/19;Jordon Ibe;15.789591583986283;15.907374619642667;176.0;23;Forward;right;24.0;1.0;3.0;36.0;1195.0;0.0;1.0;0.9966666666666667;0.0;0.0;9.0;10.0;1.0;7200000.0;8100000.0
4610;17/18;Jordon Ibe;15.907374619642667;15.789591583986283;176.0;22;Forward;right;38.0;8.0;2.0;41.0;2277.0;0.0;0.0;1.3133333333333332;0.0;0.0;14.0;15.0;1.0;8100000.0;7200000.0
4611;16/17;Jordon Ibe;15.789591583986283;15.789591583986283;176.0;21;Forward;right;26.0;0.0;0.0;35.0;1145.0;0.0;0.0;0.5;0.0;0.0;13.0;12.0;0.0;7200000.0;7200000.0
4612;19/20;Jorge Meré;15.278765960220293;15.501909511534503;182.0;23;Defender;right;10.0;0.0;1.0;21.0;721.0;1.0;0.0;1.315;1.0;0.0;1.0;3.0;4.0;4320000.0;5400000.0
4613;18/19;Jorge Meré;16.012735135300492;15.65606019136176;182.0;22;Defender;right;28.0;0.0;0.0;33.0;2499.0;0.0;0.0;1.675;0.0;1.0;2.0;0.0;5.0;9000000.0;6300000.0
4614;17/18;Jorge Meré;15.65606019136176;15.789591583986283;182.0;21;Defender;right;26.0;1.0;1.0;32.0;2204.0;0.0;0.0;0.6366666666666667;0.0;0.0;2.0;1.0;7.0;6300000.0;7200000.0
4615;16/17;Jorge Meré;15.501909511534503;15.319587954740548;182.0;20;Defender;right;32.0;0.0;0.0;34.0;2864.0;1.0;0.0;0.42;1.0;0.0;0.0;0.0;7.0;5400000.0;4500000.0
4616;19/20;Jorge Miramón;14.739769459487606;14.962913010801817;175.0;30;Defender;right;27.0;3.0;0.0;25.0;1954.0;0.0;0.0;1.22;0.0;0.0;2.0;5.0;6.0;2520000.0;3150000.0
4617;18/19;Jorge Miramón;14.808762330974558;14.808762330974558;175.0;29;Defender;right;32.0;0.0;1.0;32.0;2568.0;0.0;0.0;0.45;0.0;0.0;4.0;2.0;4.0;2700000.0;2700000.0
4618;17/18;Jorge Miramón;13.017002861746503;13.017002861746503;175.0;28;Defender;right;35.0;3.0;2.0;35.0;3137.0;0.0;0.0;0.675;0.0;0.0;1.0;0.0;2.0;450000.0;450000.0
4619;16/17;Jorge Miramón;13.017002861746503;12.793859310432293;175.0;27;Defender;right;42.0;1.0;0.0;43.0;3023.0;0.0;0.0;0.67;0.0;0.0;15.0;7.0;2.0;450000.0;360000.0
4620;19/20;Jorge Molina;14.180153671552183;14.403297222866392;188.0;38;Forward;right;31.0;2.0;7.0;35.0;1798.0;0.0;3.0;1.6433333333333333;1.0;0.0;17.0;8.0;4.0;1440000.0;1800000.0
4621;18/19;Jorge Molina;14.403297222866392;13.710150042306449;188.0;37;Forward;right;41.0;5.0;16.0;42.0;2780.0;0.0;2.0;1.775;0.0;0.0;12.0;12.0;3.0;1800000.0;900000.0
4622;17/18;Jorge Molina;13.017002861746503;13.017002861746503;188.0;36;Forward;right;36.0;5.0;7.0;36.0;2793.0;0.0;3.0;1.42;0.0;0.0;11.0;5.0;10.0;450000.0;450000.0
4623;16/17;Jorge Molina;13.017002861746503;13.353475098367715;188.0;35;Forward;right;44.0;8.0;22.0;45.0;3614.0;0.0;6.0;1.1133333333333333;1.0;0.0;7.0;4.0;3.0;450000.0;630000.0
4632;19/20;Jorge Sáenz;14.180153671552183;14.403297222866392;190.0;23;Defender;right;5.0;0.0;0.0;12.0;304.0;0.0;0.0;0.75;1.0;0.0;1.0;1.0;3.0;1440000.0;1800000.0
4633;18/19;Jorge Sáenz;14.808762330974558;13.710150042306449;190.0;22;Defender;right;34.0;1.0;4.0;36.0;2978.0;0.0;0.0;0.545;0.0;1.0;2.0;0.0;16.0;2700000.0;900000.0
4634;17/18;Jorge Sáenz;13.199324418540456;13.199324418540456;190.0;21;Defender;right;24.0;1.0;1.0;39.0;2006.0;1.0;0.0;1.26;0.0;1.0;0.0;3.0;10.0;540000.0;540000.0
4635;16/17;Jorge Sáenz;13.199324418540456;12.506177237980511;190.0;20;Defender;right;34.0;1.0;1.0;39.0;2959.0;1.0;0.0;2.063333333333333;0.0;0.0;1.0;2.0;7.0;540000.0;270000.0
4640;19/20;Jorginho;17.661393760887876;17.884537312202085;180.0;28;Midfielder;right;37.0;2.0;7.0;39.0;2965.0;0.0;6.0;1.238;0.0;0.0;8.0;4.0;13.0;46800000.0;58500000.0
4641;18/19;Jorginho;17.884537312202085;17.884537312202085;180.0;27;Midfielder;right;54.0;0.0;2.0;59.0;4391.0;0.0;1.0;1.454;0.0;0.0;12.0;4.0;10.0;58500000.0;58500000.0
4642;17/18;Jorginho;17.622173047734595;17.399029496420383;180.0;26;Midfielder;right;39.0;4.0;4.0;49.0;3100.0;0.0;3.0;2.56;0.0;0.0;18.0;1.0;5.0;45000000.0;36000000.0
4643;16/17;Jorginho;16.801192495664765;16.654589021472887;180.0;25;Midfielder;right;31.0;3.0;0.0;49.0;2477.0;0.0;0.0;2.08;0.0;0.0;16.0;0.0;4.0;19800000.0;17100000.0
4648;19/20;Joris Gnagnon;15.278765960220293;15.501909511534503;182.0;23;Defender;right;31.0;1.0;2.0;35.0;2226.0;0.0;0.0;1.1625;0.0;0.0;1.0;7.0;5.0;4320000.0;5400000.0
