;season;name;log_marketvalue;log_prev_marketvalue;height_cm;age;position;foot;appearances;assists;goals;in_squad;minutes_played;owngoals;penalty;pointspermatch;red;secondyellow;sub_off;sub_on;yellow;marketvalue;prev_marketvalue
711;16/17;Andrej Kramaric;16.41820024340866;15.907374619642667;177.0;25;Forward;right;36.0;8.0;18.0;36.0;2583.0;0.0;5.0;1.6600000000000001;0.0;0.0;15.0;6.0;1.0;13500000.0;8100000.0
712;19/20;Andrew Robertson;17.86903312566612;18.09217667698033;178.0;26;Defender;left;41.0;7.0;2.0;41.0;3604.0;0.0;0.0;1.7416666666666665;0.0;0.0;4.0;2.0;3.0;57600000.0;72000000.0
713;18/19;Andrew Robertson;17.80449460452855;17.622173047734595;178.0;25;Defender;left;48.0;13.0;0.0;49.0;4227.0;0.0;0.0;2.1799999999999997;0.0;0.0;6.0;0.0;7.0;54000000.0;45000000.0
714;17/18;Andrew Robertson;16.929025867174648;16.012735135300492;178.0;24;Defender;left;30.0;5.0;1.0;38.0;2663.0;0.0;0.0;1.7850000000000001;0.0;0.0;3.0;0.0;3.0;22500000.0;9000000.0
715;16/17;Andrew Robertson;15.65606019136176;15.65606019136176;178.0;23;Defender;left;39.0;3.0;1.0;41.0;3232.0;0.0;0.0;1.5633333333333332;0.0;0.0;3.0;3.0;6.0;6300000.0;6300000.0
716;19/20;Andrew Surman;14.180153671552183;14.403297222866392;178.0;33;Midfielder;left;9.0;0.0;0.0;26.0;593.0;0.0;0.0;1.4000000000000001;0.0;0.0;1.0;3.0;1.0;1440000.0;1800000.0
717;18/19;Andrew Surman;14.626440774180603;14.626440774180603;178.0;32;Midfielder;left;20.0;1.0;0.0;34.0;1618.0;0.0;0.0;1.3533333333333335;0.0;0.0;1.0;2.0;3.0;2250000.0;2250000.0
718;17/18;Andrew Surman;14.626440774180603;14.626440774180603;178.0;31;Midfielder;left;28.0;5.0;2.0;39.0;2119.0;0.0;0.0;0.5;0.0;0.0;2.0;5.0;2.0;2250000.0;2250000.0
719;16/17;Andrew Surman;14.403297222866392;14.403297222866392;178.0;30;Midfielder;left;23.0;2.0;0.0;23.0;1892.0;0.0;0.0;0.5;0.0;1.0;3.0;1.0;2.0;1800000.0;1800000.0
720;19/20;Andriy Yarmolenko;15.961441840912943;16.195056692094447;190.0;30;Forward;left;15.0;1.0;3.0;15.0;827.0;0.0;0.0;1.27;0.0;0.0;7.0;6.0;2.0;8550000.0;10800000.0
721;18/19;Andriy Yarmolenko;16.70588231586044;16.70588231586044;190.0;29;Forward;left;10.0;1.0;2.0;11.0;549.0;0.0;0.0;1.8900000000000001;0.0;0.0;5.0;4.0;2.0;18000000.0;18000000.0
722;17/18;Andriy Yarmolenko;16.8456442582356;16.929025867174648;190.0;28;Forward;left;36.0;9.0;10.0;40.0;2475.0;0.0;2.0;1.3071428571428572;0.0;0.0;11.0;7.0;1.0;20700000.0;22500000.0
723;16/17;Andriy Yarmolenko;16.600521800202614;16.654589021472887;190.0;27;Forward;left;36.0;10.0;19.0;36.0;2955.0;0.0;7.0;1.6900000000000002;0.0;0.0;0.0;5.0;7.0;16200000.0;17100000.0
724;19/20;Andros Townsend;16.195056692094447;16.41820024340866;181.0;28;Forward;left;16.0;1.0;1.0;21.0;865.0;0.0;0.0;0.7;0.0;0.0;6.0;6.0;0.0;10800000.0;13500000.0
725;18/19;Andros Townsend;16.41820024340866;16.41820024340866;181.0;27;Forward;left;45.0;6.0;9.0;45.0;3569.0;0.0;1.0;1.8466666666666667;0.0;0.0;16.0;5.0;1.0;13500000.0;13500000.0
726;17/18;Andros Townsend;16.41820024340866;16.195056692094447;181.0;26;Forward;left;39.0;9.0;2.0;40.0;3297.0;0.0;0.0;1.38;0.0;0.0;10.0;2.0;3.0;13500000.0;10800000.0
727;16/17;Andros Townsend;16.195056692094447;16.108045315104818;181.0;25;Forward;left;40.0;7.0;3.0;42.0;2820.0;0.0;0.0;1.8233333333333333;0.0;0.0;15.0;7.0;4.0;10800000.0;9900000.0
732;19/20;André Gomes;16.823665351516823;17.04235455248165;188.0;26;Midfielder;right;12.0;0.0;0.0;13.0;878.0;0.0;0.0;2.18;0.0;0.0;3.0;2.0;6.0;20250000.0;25200000.0
733;18/19;André Gomes;17.04235455248165;17.04235455248165;188.0;25;Midfielder;right;29.0;2.0;1.0;29.0;2120.0;0.0;0.0;1.4;0.0;0.0;9.0;4.0;7.0;25200000.0;25200000.0
734;17/18;André Gomes;16.41820024340866;16.41820024340866;188.0;24;Midfielder;right;31.0;1.0;0.0;42.0;1185.0;0.0;0.0;1.8925;0.0;0.0;6.0;19.0;3.0;13500000.0;13500000.0
735;16/17;André Gomes;16.929025867174648;17.111347423968603;188.0;23;Midfielder;right;47.0;3.0;3.0;54.0;2652.0;0.0;0.0;2.3274999999999997;0.0;0.0;15.0;20.0;4.0;22500000.0;27000000.0
736;19/20;André Hahn;14.180153671552183;14.403297222866392;185.0;29;Forward;right;12.0;0.0;2.0;23.0;667.0;0.0;1.0;0.68;0.0;1.0;3.0;4.0;2.0;1440000.0;1800000.0
737;18/19;André Hahn;14.962913010801817;14.962913010801817;185.0;28;Forward;right;32.0;5.0;5.0;33.0;2381.0;0.0;0.0;1.6600000000000001;0.0;0.0;5.0;7.0;8.0;3150000.0;3150000.0
738;17/18;André Hahn;14.115615150414612;14.808762330974558;185.0;27;Forward;right;24.0;0.0;3.0;26.0;1441.0;0.0;0.0;0.325;0.0;0.0;3.0;9.0;1.0;1350000.0;2700000.0
739;16/17;André Hahn;15.214227439082721;15.501909511534503;185.0;26;Forward;right;45.0;4.0;5.0;51.0;2332.0;0.0;0.0;1.6199999999999999;0.0;0.0;11.0;20.0;4.0;4050000.0;5400000.0
740;19/20;André Silva;16.48273876454623;16.70588231586044;184.0;24;Forward;right;26.0;4.0;8.0;31.0;1693.0;0.0;2.0;2.0300000000000002;0.0;0.0;12.0;7.0;2.0;14400000.0;18000000.0
741;18/19;André Silva;16.801192495664765;17.26549810379586;184.0;23;Forward;right;40.0;3.0;11.0;45.0;2839.0;0.0;0.0;1.684;0.0;0.0;12.0;8.0;4.0;19800000.0;31500000.0
742;17/18;André Silva;16.801192495664765;16.929025867174648;184.0;22;Forward;right;40.0;2.0;10.0;57.0;2025.0;0.0;0.0;2.05;0.0;0.0;6.0;22.0;1.0;19800000.0;22500000.0
743;16/17;André Silva;16.801192495664765;16.48273876454623;184.0;21;Forward;right;44.0;8.0;21.0;46.0;3399.0;0.0;8.0;1.7675;0.0;0.0;14.0;4.0;5.0;19800000.0;14400000.0
744;19/20;André Zambo Anguissa;16.70588231586044;16.929025867174648;184.0;24;Midfielder;right;28.0;1.0;1.0;29.0;1932.0;0.0;0.0;1.74;0.0;0.0;6.0;7.0;6.0;18000000.0;22500000.0
745;18/19;André Zambo Anguissa;16.929025867174648;16.929025867174648;184.0;23;Midfielder;right;25.0;0.0;0.0;29.0;1788.0;0.0;0.0;1.32;0.0;1.0;6.0;6.0;1.0;22500000.0;22500000.0
746;17/18;André Zambo Anguissa;16.600521800202614;16.195056692094447;184.0;22;Midfielder;right;56.0;0.0;0.0;60.0;3264.0;0.0;0.0;1.7440000000000002;0.0;0.0;8.0;24.0;5.0;16200000.0;10800000.0
747;16/17;André Zambo Anguissa;14.403297222866392;14.115615150414612;184.0;21;Midfielder;right;37.0;1.0;0.0;42.0;2275.0;0.0;0.0;1.2133333333333332;0.0;0.0;4.0;17.0;4.0;1800000.0;1350000.0
752;19/20;Andrés Guardado;14.873300852112129;15.096444403426338;169.0;33;Midfielder;left;22.0;3.0;0.0;24.0;1610.0;0.0;0.0;1.475;0.0;0.0;9.0;3.0;9.0;2880000.0;3600000.0
753;18/19;Andrés Guardado;15.319587954740548;15.319587954740548;169.0;32;Midfielder;left;42.0;4.0;0.0;43.0;3133.0;0.0;0.0;1.32;0.0;0.0;13.0;6.0;7.0;4500000.0;4500000.0
754;17/18;Andrés Guardado;15.319587954740548;15.319587954740548;169.0;31;Midfielder;left;30.0;8.0;3.0;31.0;2308.0;0.0;2.0;0.845;0.0;0.0;5.0;5.0;7.0;4500000.0;4500000.0
755;16/17;Andrés Guardado;15.501909511534503;15.725053062848712;169.0;30;Midfielder;left;33.0;9.0;2.0;37.0;2784.0;0.0;0.0;1.3775;0.0;0.0;13.0;0.0;3.0;5400000.0;6750000.0
760;19/20;Andy Carroll;14.873300852112129;15.096444403426338;193.0;31;Forward;left;14.0;4.0;0.0;16.0;536.0;0.0;0.0;2.27;0.0;0.0;1.0;10.0;1.0;2880000.0;3600000.0
761;18/19;Andy Carroll;15.789591583986283;15.789591583986283;193.0;30;Forward;left;14.0;0.0;1.0;18.0;568.0;0.0;0.0;1.46;0.0;0.0;3.0;10.0;2.0;7200000.0;7200000.0
762;17/18;Andy Carroll;16.012735135300492;16.012735135300492;193.0;29;Forward;left;18.0;1.0;3.0;23.0;859.0;0.0;0.0;1.345;0.0;1.0;3.0;10.0;5.0;9000000.0;9000000.0
763;16/17;Andy Carroll;16.012735135300492;16.012735135300492;193.0;28;Forward;left;22.0;2.0;7.0;23.0;1580.0;0.0;0.0;0.8133333333333335;0.0;0.0;8.0;4.0;3.0;9000000.0;9000000.0
764;19/20;Andy Delort;16.061525299469924;16.275099399767985;182.0;28;Forward;right;31.0;3.0;12.0;31.0;2684.0;0.0;0.0;1.68;0.0;0.0;7.0;1.0;6.0;9450000.0;11700000.0
765;18/19;Andy Delort;16.235878686614704;16.012735135300492;182.0;27;Forward;right;38.0;7.0;14.0;38.0;3242.0;0.0;3.0;0.5366666666666667;0.0;0.0;17.0;1.0;4.0;11250000.0;9000000.0
766;17/18;Andy Delort;15.096444403426338;15.319587954740548;182.0;26;Forward;right;36.0;5.0;5.0;36.0;2628.0;0.0;1.0;1.8033333333333335;0.0;0.0;9.0;8.0;5.0;3600000.0;4500000.0
767;16/17;Andy Delort;15.319587954740548;15.096444403426338;182.0;25;Forward;right;31.0;1.0;9.0;35.0;1904.0;0.0;1.0;1.704;0.0;0.0;10.0;11.0;0.0;4500000.0;3600000.0
776;19/20;Angeliño;16.572350923235916;16.801192495664765;170.0;23;Defender;left;21.0;4.0;1.0;34.0;1693.0;0.0;0.0;1.725;0.0;0.0;4.0;2.0;1.0;15750000.0;19800000.0
777;18/19;Angeliño;16.48273876454623;16.195056692094447;170.0;22;Defender;left;43.0;12.0;1.0;44.0;3890.0;0.0;0.0;1.4425;0.0;0.0;2.0;0.0;6.0;14400000.0;10800000.0
778;17/18;Angeliño;14.808762330974558;13.933293593620657;170.0;21;Defender;left;35.0;7.0;3.0;35.0;3150.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;3.0;2700000.0;1125000.0
779;16/17;Angeliño;13.017002861746503;12.506177237980511;170.0;20;Defender;left;25.0;4.0;0.0;27.0;1957.0;0.0;0.0;2.2375;0.0;0.0;4.0;3.0;9.0;450000.0;270000.0
784;19/20;Angelo Fulgini;15.096444403426338;15.319587954740548;183.0;23;Midfielder;right;23.0;2.0;1.0;26.0;1837.0;0.0;0.0;1.675;0.0;1.0;7.0;1.0;2.0;3600000.0;4500000.0
785;18/19;Angelo Fulgini;15.319587954740548;15.096444403426338;183.0;22;Midfielder;right;33.0;2.0;4.0;35.0;1842.0;0.0;0.0;0.3666666666666667;0.0;0.0;14.0;13.0;1.0;4500000.0;3600000.0
786;17/18;Angelo Fulgini;14.962913010801817;14.962913010801817;183.0;21;Midfielder;right;32.0;5.0;4.0;33.0;1695.0;0.0;0.0;0.8433333333333334;0.0;0.0;13.0;15.0;4.0;3150000.0;3150000.0
787;16/17;Angelo Fulgini;13.933293593620657;13.710150042306449;183.0;20;Midfielder;right;36.0;2.0;6.0;36.0;2797.0;0.0;1.0;0.6;1.0;0.0;11.0;5.0;6.0;1125000.0;900000.0
788;19/20;Angelo Ogbonna;15.58195221920804;15.789591583986283;191.0;31;Defender;left;25.0;0.0;2.0;30.0;2204.0;1.0;0.0;0.54;0.0;0.0;0.0;1.0;4.0;5850000.0;7200000.0
789;18/19;Angelo Ogbonna;15.789591583986283;15.789591583986283;191.0;30;Defender;left;29.0;1.0;3.0;41.0;2320.0;0.0;0.0;1.57;0.0;0.0;0.0;4.0;2.0;7200000.0;7200000.0
790;17/18;Angelo Ogbonna;15.907374619642667;15.907374619642667;191.0;29;Defender;left;38.0;0.0;3.0;44.0;3450.0;0.0;0.0;1.5599999999999998;0.0;0.0;0.0;0.0;4.0;8100000.0;8100000.0
791;16/17;Angelo Ogbonna;15.907374619642667;15.907374619642667;191.0;28;Defender;left;26.0;0.0;0.0;30.0;2295.0;0.0;0.0;0.975;0.0;0.0;1.0;0.0;2.0;8100000.0;8100000.0
800;19/20;Ante Budimir;15.501909511534503;15.725053062848712;190.0;28;Forward;left;26.0;3.0;9.0;26.0;2148.0;0.0;0.0;2.0;0.0;0.0;13.0;0.0;6.0;5400000.0;6750000.0
801;18/19;Ante Budimir;14.04662227892766;14.04662227892766;190.0;27;Forward;left;38.0;3.0;9.0;39.0;2608.0;0.0;3.0;1.01;0.0;1.0;19.0;7.0;4.0;1260000.0;1260000.0
802;17/18;Ante Budimir;14.115615150414612;14.115615150414612;190.0;26;Forward;left;24.0;0.0;7.0;26.0;1752.0;0.0;0.0;1.115;0.0;0.0;7.0;5.0;8.0;1350000.0;1350000.0
803;16/17;Ante Budimir;14.115615150414612;14.403297222866392;190.0;25;Forward;left;14.0;0.0;1.0;39.0;479.0;0.0;0.0;1.5899999999999999;0.0;0.0;2.0;10.0;0.0;1350000.0;1800000.0
804;19/20;Ante Rebic;16.888203872654394;17.111347423968603;185.0;26;Forward;right;24.0;2.0;10.0;32.0;1308.0;0.0;0.0;2.37;1.0;0.0;7.0;10.0;4.0;21600000.0;27000000.0
805;18/19;Ante Rebic;17.399029496420383;17.26549810379586;185.0;25;Forward;right;38.0;6.0;10.0;39.0;2514.0;0.0;0.0;1.24;0.0;1.0;14.0;10.0;6.0;36000000.0;31500000.0
806;17/18;Ante Rebic;16.012735135300492;15.850216205802719;185.0;24;Forward;right;28.0;3.0;9.0;29.0;2029.0;0.0;0.0;2.36;0.0;0.0;18.0;4.0;9.0;9000000.0;7650000.0
807;16/17;Ante Rebic;14.626440774180603;14.115615150414612;185.0;23;Forward;right;28.0;2.0;3.0;31.0;1744.0;0.0;0.0;1.625;0.0;0.0;12.0;8.0;11.0;2250000.0;1350000.0
808;19/20;Anthony Briancon;14.873300852112129;15.096444403426338;185.0;25;Defender;right;24.0;0.0;2.0;24.0;1930.0;0.0;0.0;1.3033333333333335;2.0;0.0;2.0;2.0;1.0;2880000.0;3600000.0
809;18/19;Anthony Briancon;15.319587954740548;15.319587954740548;185.0;24;Defender;right;33.0;2.0;2.0;35.0;2925.0;0.0;0.0;1.39;1.0;0.0;0.0;0.0;9.0;4500000.0;4500000.0
810;17/18;Anthony Briancon;14.808762330974558;14.115615150414612;185.0;23;Defender;right;39.0;0.0;4.0;39.0;3386.0;1.0;0.0;0.6566666666666666;0.0;0.0;1.0;2.0;0.0;2700000.0;1350000.0
811;16/17;Anthony Briancon;14.115615150414612;13.933293593620657;185.0;22;Defender;right;35.0;1.0;6.0;35.0;2993.0;1.0;0.0;0.895;1.0;0.0;2.0;1.0;5.0;1350000.0;1125000.0
820;19/20;Anthony Limbombe;15.096444403426338;15.319587954740548;177.0;25;Forward;right;12.0;2.0;2.0;17.0;443.0;0.0;0.0;1.5;0.0;0.0;5.0;7.0;1.0;3600000.0;4500000.0
821;18/19;Anthony Limbombe;15.501909511534503;15.58195221920804;177.0;24;Forward;right;33.0;2.0;3.0;37.0;1490.0;0.0;0.0;1.85;0.0;0.0;11.0;18.0;2.0;5400000.0;5850000.0
822;17/18;Anthony Limbombe;15.789591583986283;15.319587954740548;177.0;23;Forward;right;39.0;7.0;6.0;39.0;3180.0;0.0;0.0;1.6800000000000002;0.0;1.0;10.0;4.0;9.0;7200000.0;4500000.0
823;16/17;Anthony Limbombe;14.626440774180603;14.626440774180603;177.0;22;Forward;right;28.0;5.0;1.0;30.0;1506.0;0.0;0.0;1.3025;0.0;0.0;10.0;13.0;3.0;2250000.0;2250000.0
832;19/20;Anthony Martial;17.581351053214338;17.80449460452855;183.0;24;Forward;right;34.0;5.0;16.0;34.0;2526.0;0.0;1.0;2.34;0.0;0.0;15.0;4.0;1.0;43200000.0;54000000.0
833;18/19;Anthony Martial;17.80449460452855;17.80449460452855;183.0;23;Forward;right;38.0;3.0;12.0;42.0;2327.0;0.0;1.0;1.095;0.0;0.0;13.0;12.0;3.0;54000000.0;54000000.0
834;17/18;Anthony Martial;17.884537312202085;17.884537312202085;183.0;22;Forward;right;45.0;9.0;11.0;51.0;2337.0;0.0;2.0;2.07;0.0;0.0;18.0;19.0;1.0;58500000.0;58500000.0
835;16/17;Anthony Martial;17.111347423968603;17.111347423968603;183.0;21;Forward;right;42.0;8.0;8.0;51.0;2517.0;0.0;1.0;2.536;0.0;0.0;17.0;14.0;3.0;27000000.0;27000000.0
852;19/20;Antoine Griezmann;18.274498233774285;18.497641785088494;176.0;29;Forward;left;37.0;4.0;14.0;38.0;2951.0;0.0;0.0;1.565;0.0;0.0;16.0;3.0;4.0;86400000.0;108000000.0
853;18/19;Antoine Griezmann;18.57768449276203;18.720785336402702;176.0;28;Forward;left;48.0;10.0;21.0;48.0;4068.0;0.0;3.0;1.9925;0.0;0.0;8.0;1.0;8.0;117000000.0;135000000.0
854;17/18;Antoine Griezmann;18.31532022829454;18.31532022829454;176.0;27;Forward;left;49.0;15.0;29.0;52.0;3872.0;0.0;3.0;1.6524999999999999;1.0;0.0;18.0;4.0;8.0;90000000.0;90000000.0
855;16/17;Antoine Griezmann;18.09217667698033;18.09217667698033;176.0;26;Forward;left;53.0;12.0;26.0;54.0;4559.0;0.0;2.0;1.8766666666666667;0.0;0.0;18.0;0.0;4.0;72000000.0;72000000.0
864;19/20;Antonino Barillà;13.892471599100402;14.115615150414612;180.0;32;Midfielder;left;21.0;1.0;1.0;24.0;1488.0;0.0;0.0;1.6949999999999998;0.0;0.0;9.0;3.0;5.0;1080000.0;1350000.0
865;18/19;Antonino Barillà;13.710150042306449;13.710150042306449;180.0;31;Midfielder;left;32.0;2.0;3.0;35.0;2712.0;0.0;0.0;0.595;0.0;0.0;7.0;1.0;10.0;900000.0;900000.0
866;17/18;Antonino Barillà;13.017002861746503;12.793859310432293;180.0;30;Midfielder;left;24.0;1.0;4.0;42.0;1615.0;0.0;0.0;1.83;0.0;0.0;7.0;5.0;7.0;450000.0;360000.0
867;16/17;Antonino Barillà;13.017002861746503;13.017002861746503;180.0;29;Midfielder;left;41.0;3.0;3.0;42.0;3080.0;0.0;0.0;1.275;0.0;0.0;19.0;5.0;9.0;450000.0;450000.0
868;19/20;Antonino La Gumina;15.045151109038787;15.278765960220293;182.0;24;Forward;right;20.0;1.0;4.0;25.0;1358.0;0.0;2.0;2.43;0.0;0.0;7.0;4.0;3.0;3420000.0;4320000.0
869;18/19;Antonino La Gumina;15.501909511534503;15.501909511534503;182.0;23;Forward;right;23.0;2.0;2.0;23.0;1178.0;0.0;0.0;0.455;0.0;0.0;9.0;10.0;1.0;5400000.0;5400000.0
870;17/18;Antonino La Gumina;14.403297222866392;13.017002861746503;182.0;22;Forward;right;35.0;2.0;12.0;46.0;2146.0;0.0;0.0;1.6133333333333333;0.0;0.0;12.0;13.0;3.0;1800000.0;450000.0
871;16/17;Antonino La Gumina;12.911642346088676;13.017002861746503;182.0;21;Forward;right;19.0;0.0;3.0;27.0;1122.0;0.0;0.0;1.31;0.0;0.0;5.0;8.0;5.0;405000.0;450000.0
876;19/20;Antonio Barragán;14.180153671552183;14.403297222866392;186.0;32;Defender;right;9.0;2.0;0.0;25.0;627.0;0.0;0.0;2.145;0.0;0.0;0.0;3.0;2.0;1440000.0;1800000.0
877;18/19;Antonio Barragán;14.403297222866392;14.403297222866392;186.0;31;Defender;right;24.0;1.0;0.0;36.0;1699.0;0.0;0.0;1.7366666666666666;0.0;0.0;5.0;4.0;5.0;1800000.0;1800000.0
878;17/18;Antonio Barragán;14.626440774180603;14.626440774180603;186.0;30;Defender;right;31.0;6.0;0.0;35.0;2426.0;0.0;0.0;1.545;0.0;0.0;5.0;3.0;8.0;2250000.0;2250000.0
879;16/17;Antonio Barragán;14.808762330974558;14.962913010801817;186.0;29;Defender;right;27.0;0.0;0.0;32.0;2286.0;0.0;0.0;0.425;0.0;0.0;3.0;0.0;6.0;2700000.0;3150000.0
880;19/20;Antonio Barreca;14.873300852112129;15.096444403426338;183.0;25;Defender;left;10.0;1.0;0.0;22.0;777.0;0.0;0.0;0.335;0.0;0.0;5.0;1.0;0.0;2880000.0;3600000.0
881;18/19;Antonio Barreca;15.65606019136176;15.65606019136176;183.0;24;Defender;left;10.0;2.0;0.0;18.0;765.0;0.0;0.0;0.965;0.0;0.0;4.0;1.0;2.0;6300000.0;6300000.0
882;17/18;Antonio Barreca;14.962913010801817;15.096444403426338;183.0;23;Defender;left;10.0;0.0;0.0;29.0;506.0;0.0;0.0;0.5;1.0;0.0;1.0;6.0;0.0;3150000.0;3600000.0
883;16/17;Antonio Barreca;15.096444403426338;14.808762330974558;183.0;22;Defender;left;30.0;2.0;0.0;40.0;2566.0;0.0;0.0;1.52;0.0;1.0;0.0;3.0;2.0;3600000.0;2700000.0
884;19/20;Antonio Candreva;15.414898134544874;15.65606019136176;180.0;33;Midfielder;right;26.0;6.0;4.0;34.0;1805.0;0.0;0.0;2.233333333333333;0.0;0.0;12.0;4.0;7.0;4950000.0;6300000.0
885;18/19;Antonio Candreva;15.319587954740548;16.108045315104818;180.0;32;Midfielder;right;29.0;3.0;3.0;50.0;1048.0;0.0;0.0;1.6575000000000002;0.0;0.0;8.0;18.0;2.0;4500000.0;9900000.0
886;17/18;Antonio Candreva;16.349207371921707;16.572350923235916;180.0;31;Midfielder;right;37.0;8.0;0.0;40.0;2693.0;0.0;0.0;0.945;0.0;0.0;25.0;3.0;4.0;12600000.0;15750000.0
887;16/17;Antonio Candreva;16.70588231586044;16.8456442582356;180.0;30;Midfielder;right;45.0;11.0;8.0;45.0;3514.0;0.0;0.0;1.2433333333333334;0.0;0.0;22.0;4.0;4.0;18000000.0;20700000.0
896;19/20;Antonio Puertas;14.585618779660347;14.808762330974558;183.0;28;Forward;right;33.0;2.0;6.0;33.0;2384.0;0.0;0.0;1.96;0.0;0.0;7.0;9.0;6.0;2160000.0;2700000.0
897;18/19;Antonio Puertas;14.403297222866392;13.710150042306449;183.0;27;Forward;right;39.0;2.0;11.0;40.0;2438.0;0.0;0.0;0.91;0.0;0.0;12.0;12.0;8.0;1800000.0;900000.0
898;17/18;Antonio Puertas;13.199324418540456;13.199324418540456;183.0;26;Forward;right;20.0;1.0;0.0;31.0;752.0;0.0;0.0;0.555;0.0;0.0;3.0;13.0;1.0;540000.0;540000.0
899;16/17;Antonio Puertas;13.353475098367715;13.017002861746503;183.0;25;Forward;right;39.0;5.0;8.0;41.0;2802.0;0.0;0.0;1.13;0.0;0.0;19.0;5.0;8.0;630000.0;450000.0
900;19/20;Antonio Raíllo;14.403297222866392;14.626440774180603;187.0;28;Defender;-;25.0;0.0;1.0;25.0;2176.0;0.0;0.0;2.045;0.0;1.0;2.0;0.0;5.0;1800000.0;2250000.0
901;18/19;Antonio Raíllo;13.487006490992238;13.017002861746503;187.0;27;Defender;-;39.0;0.0;2.0;40.0;3458.0;0.0;0.0;1.605;1.0;0.0;1.0;0.0;14.0;720000.0;450000.0
902;17/18;Antonio Raíllo;13.017002861746503;13.017002861746503;187.0;26;Defender;-;36.0;0.0;1.0;37.0;3251.0;0.0;0.0;1.343333333333333;1.0;0.0;2.0;0.0;12.0;450000.0;450000.0
903;16/17;Antonio Raíllo;13.017002861746503;13.017002861746503;187.0;25;Defender;-;29.0;0.0;2.0;32.0;2476.0;1.0;0.0;0.97;0.0;1.0;1.0;1.0;9.0;450000.0;450000.0
908;19/20;Antonio Rüdiger;17.399029496420383;17.622173047734595;190.0;27;Defender;right;18.0;0.0;2.0;21.0;1575.0;1.0;0.0;2.0300000000000002;0.0;0.0;1.0;0.0;3.0;36000000.0;45000000.0
909;18/19;Antonio Rüdiger;17.622173047734595;17.516812532076766;190.0;26;Defender;right;44.0;0.0;1.0;50.0;3894.0;0.0;0.0;1.5699999999999998;0.0;0.0;3.0;0.0;10.0;45000000.0;40500000.0
910;17/18;Antonio Rüdiger;17.399029496420383;17.399029496420383;190.0;25;Defender;right;45.0;2.0;3.0;56.0;3785.0;1.0;0.0;1.6079999999999999;0.0;0.0;0.0;5.0;6.0;36000000.0;36000000.0
911;16/17;Antonio Rüdiger;16.929025867174648;16.600521800202614;190.0;24;Defender;right;36.0;4.0;1.0;37.0;3025.0;0.0;0.0;2.48;1.0;1.0;4.0;2.0;9.0;22500000.0;16200000.0
912;19/20;Antonio Sanabria;15.58195221920804;15.789591583986283;181.0;24;Forward;right;16.0;3.0;3.0;25.0;982.0;0.0;0.0;0.94;0.0;0.0;6.0;5.0;2.0;5850000.0;7200000.0
913;18/19;Antonio Sanabria;15.907374619642667;16.012735135300492;181.0;23;Forward;right;38.0;2.0;9.0;47.0;2148.0;0.0;2.0;1.5675000000000001;0.0;0.0;14.0;14.0;5.0;8100000.0;9000000.0
914;17/18;Antonio Sanabria;15.725053062848712;15.725053062848712;181.0;22;Forward;right;17.0;0.0;8.0;20.0;847.0;0.0;0.0;1.59;0.0;0.0;3.0;9.0;0.0;6750000.0;6750000.0
915;16/17;Antonio Sanabria;15.319587954740548;15.319587954740548;181.0;21;Forward;right;24.0;2.0;4.0;25.0;1650.0;0.0;0.0;1.25;0.0;0.0;7.0;6.0;2.0;4500000.0;4500000.0
920;19/20;Antoñito;13.487006490992238;13.710150042306449;175.0;32;Defender;right;10.0;1.0;0.0;17.0;564.0;0.0;0.0;2.055;0.0;0.0;3.0;3.0;1.0;720000.0;900000.0
921;18/19;Antoñito;14.403297222866392;14.115615150414612;175.0;31;Defender;right;33.0;2.0;2.0;39.0;2032.0;0.0;0.0;1.23;0.0;0.0;2.0;14.0;5.0;1800000.0;1350000.0
922;17/18;Antoñito;13.017002861746503;13.017002861746503;175.0;30;Defender;right;38.0;1.0;0.0;49.0;3174.0;0.0;0.0;1.965;0.0;0.0;0.0;3.0;4.0;450000.0;450000.0
923;16/17;Antoñito;12.793859310432293;12.793859310432293;175.0;29;Defender;right;30.0;4.0;0.0;39.0;2579.0;0.0;0.0;1.49;0.0;0.0;4.0;1.0;7.0;360000.0;360000.0
928;19/20;Anwar El Ghazi;15.789591583986283;16.012735135300492;189.0;25;Forward;right;31.0;7.0;6.0;35.0;2172.0;0.0;1.0;0.96;0.0;0.0;16.0;4.0;4.0;7200000.0;9000000.0
929;18/19;Anwar El Ghazi;15.725053062848712;15.319587954740548;189.0;24;Forward;right;36.0;6.0;6.0;45.0;2628.0;0.0;0.0;1.1775;1.0;0.0;13.0;6.0;5.0;6750000.0;4500000.0
930;17/18;Anwar El Ghazi;15.319587954740548;15.501909511534503;189.0;23;Forward;right;31.0;4.0;4.0;35.0;1955.0;0.0;0.0;1.2966666666666666;0.0;0.0;6.0;9.0;2.0;4500000.0;5400000.0
931;16/17;Anwar El Ghazi;15.501909511534503;15.58195221920804;189.0;22;Forward;right;37.0;5.0;8.0;47.0;2172.0;0.0;0.0;1.667142857142857;0.0;0.0;10.0;13.0;3.0;5400000.0;5850000.0
932;19/20;Arbër Zeneli;15.096444403426338;15.319587954740548;176.0;25;Forward;right;1.0;0.0;0.0;2.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3600000.0;4500000.0
